byte_rate,packet_rate,avg_flow_number,avg_deltatime,source_entropy,destination_entropy,s-port_entropy,d-port_entropy,synack_ratio,modbus_rate,tcp_rate,ping_rate,other_rate,label
1555.5,24.0,5.416666666666667,0.041416125000000005,0.125,0.125,0.08333333333333333,0.08333333333333333,0.046511627906976744,7.5,0.625,0.0,0.0625,0
875.0,13.0,14.653846153846153,0.07151776923076923,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.11538461538461539,0.0,6.0,0.5,0.0,0.038461538461538464,0
1371.0,21.0,22.785714285714285,0.049906261904761905,0.14285714285714285,0.16666666666666666,0.09523809523809523,0.09523809523809523,0.05405405405405406,6.5,0.5952380952380952,0.0,0.09523809523809523,0
1555.5,24.0,33.666666666666664,0.04264874999999999,0.125,0.125,0.08333333333333333,0.08333333333333333,0.046511627906976744,7.5,0.625,0.0,0.0625,0
845.0,12.5,42.8,0.07267392,0.16,0.16,0.12,0.12,0.0,6.0,0.48,0.0,0.04,0
1405.5,21.5,52.58139534883721,0.05069965116279069,0.13953488372093023,0.13953488372093023,0.06976744186046512,0.06976744186046512,0.05128205128205128,7.5,0.5813953488372093,0.0,0.06976744186046512,0
1480.0,23.0,61.76086956521739,0.04065282608695652,0.13043478260869565,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.04878048780487805,6.5,0.6521739130434783,0.0,0.06521739130434782,0
875.0,13.0,72.1923076923077,0.08020426923076923,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.11538461538461539,0.0,6.0,0.5,0.0,0.038461538461538464,0
1555.5,24.0,79.33333333333333,0.041154,0.125,0.125,0.0625,0.0625,0.046511627906976744,7.5,0.625,0.0,0.0625,0
1330.0,20.5,93.8780487804878,0.0507449512195122,0.14634146341463414,0.14634146341463414,0.07317073170731707,0.07317073170731707,0.05405405405405406,6.5,0.6097560975609756,0.0,0.07317073170731707,0
920.5,13.5,100.11111111111111,0.07291907407407407,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.0,7.0,0.4444444444444444,0.0,0.037037037037037035,0
1542.0,24.0,102.85416666666667,0.03918077083333333,0.14583333333333334,0.16666666666666666,0.0625,0.0625,0.04878048780487805,6.5,0.625,0.0,0.10416666666666667,0
1330.0,20.5,122.8780487804878,0.05069282926829269,0.14634146341463414,0.14634146341463414,0.07317073170731707,0.07317073170731707,0.05405405405405406,6.5,0.6097560975609756,0.0,0.07317073170731707,0
920.5,13.5,128.33333333333334,0.07302518518518518,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.0,7.0,0.4444444444444444,0.0,0.037037037037037035,0
1510.0,23.5,136.4255319148936,0.044346127659574464,0.1276595744680851,0.1276595744680851,0.06382978723404255,0.06382978723404255,0.047619047619047616,6.5,0.6595744680851063,0.0,0.06382978723404255,0
1435.5,22.0,150.38636363636363,0.04490518181818182,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.05,7.5,0.5909090909090909,0.0,0.06818181818181818,0
1450.0,22.5,157.26666666666668,0.04246977777777778,0.13333333333333333,0.13333333333333333,0.08888888888888889,0.08888888888888889,0.05,6.5,0.6444444444444445,0.0,0.06666666666666667,0
