byte_rate,packet_rate,avg_flow_number,avg_deltatime,source_entropy,destination_entropy,s-port_entropy,d_port_entropy,synack_ratio,modbus_rate,tcp_rate,ping_rate,other_rate,label
1240.4,18.9,22.666666666666668,0.05189146560846561,0.031746031746031744,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.03529411764705882,0.3544973544973545,0.582010582010582,0.0,0.06349206349206349,0
1329.2,20.4,71.74509803921569,0.049957651960784305,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.043478260869565216,0.3333333333333333,0.6029411764705882,0.0,0.06372549019607843,0
1244.6,19.0,118.71052631578948,0.05254655789473684,0.03684210526315789,0.042105263157894736,0.031578947368421054,0.031578947368421054,0.03529411764705882,0.3526315789473684,0.5789473684210527,0.0,0.06842105263157895,0
1335.2,20.5,169.21951219512195,0.04885380000000001,0.02926829268292683,0.02926829268292683,0.03414634146341464,0.03414634146341464,0.043243243243243246,0.33170731707317075,0.6048780487804878,0.0,0.06341463414634146,0
1242.6,18.9,214.4126984126984,0.052660597883597886,0.031746031746031744,0.042328042328042326,0.037037037037037035,0.037037037037037035,0.03550295857988166,0.3544973544973545,0.5767195767195767,0.0,0.06878306878306878,0
1335.6,20.5,264.22926829268295,0.049004902439024396,0.03414634146341464,0.03902439024390244,0.02926829268292683,0.02926829268292683,0.04371584699453552,0.33170731707317075,0.5951219512195122,0.0,0.07317073170731707,0
1202.2,18.3,315.9016393442623,0.0545565300546448,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.03614457831325301,0.366120218579235,0.5737704918032787,0.0,0.060109289617486336,0
1232.2,18.8,359.51063829787233,0.05310558510638298,0.031914893617021274,0.031914893617021274,0.031914893617021274,0.031914893617021274,0.03529411764705882,0.35638297872340424,0.5851063829787234,0.0,0.05851063829787234,0
1343.8,20.6,403.79611650485435,0.04861656310679612,0.03398058252427184,0.043689320388349516,0.03398058252427184,0.03398058252427184,0.04371584699453552,0.3300970873786408,0.5922330097087378,0.0,0.07766990291262135,0
1234.4,18.8,452.96276595744683,0.05234115957446808,0.031914893617021274,0.03723404255319149,0.03723404255319149,0.03723404255319149,0.03550295857988166,0.35638297872340424,0.5797872340425532,0.0,0.06382978723404255,0
1323.2,20.3,506.8029556650246,0.04921268965517241,0.029556650246305417,0.029556650246305417,0.029556650246305417,0.029556650246305417,0.04371584699453552,0.33497536945812806,0.6009852216748769,0.0,0.06403940886699508,0
1357.6,19.7,527.6243654822335,0.05172153299492386,0.04568527918781726,0.050761421319796954,0.03553299492385787,0.03553299492385787,0.03529411764705882,0.3401015228426396,0.5583756345177665,0.0,0.10152284263959391,0
1363.6,20.5,598.3073170731707,0.047810175609756096,0.03902439024390244,0.03902439024390244,0.03414634146341464,0.03414634146341464,0.04371584699453552,0.33170731707317075,0.5951219512195122,0.0,0.07317073170731707,0
