byte_rate,packet_rate,avg_flow_number,avg_deltatime,source_entropy,destination_entropy,s-port_entropy,d_port_entropy,synack_ratio,modbus_rate,tcp_rate,ping_rate,other_rate,label
1297.711594252575,19.859082334841844,60.784,0.05035479400000001,0.014,0.018,0.026,0.026,0.04017857142857143,0.34,0.592,0.0,0.068,0
1257.0186643807365,19.185852199101568,183.592,0.05212339,0.012,0.016,0.028,0.028,0.0400890868596882,0.35,0.584,0.0,0.066,0
1258.50594521652,19.216178238815736,307.924,0.05203998,0.014,0.016,0.022,0.022,0.035398230088495575,0.354,0.584,0.0,0.062,0
1306.1189373413129,19.989576635159363,427.634,0.050139384,0.014,0.02,0.024,0.024,0.040268456375838924,0.338,0.592,0.0,0.07,0
1358.070337830501,20.199761093385604,543.522,0.049922167999999996,0.018,0.02,0.024,0.024,0.04072398190045249,0.338,0.58,0.0,0.082,0
1319.5464226302586,19.837433816865488,668.88,0.050823352,0.016,0.02,0.028,0.028,0.04044943820224719,0.34,0.586,0.0,0.074,0
1323.9281931942874,19.672623156621107,771.348,0.05083255800000001,0.022,0.026,0.028,0.028,0.0365296803652968,0.342,0.568,0.0,0.09,0
1331.107574261618,19.871429466778405,911.118,0.05054319599999999,0.016,0.018,0.03,0.03,0.040268456375838924,0.342,0.586,0.0,0.072,0
1364.722727062637,20.289654293102153,1007.822,0.049304754,0.02,0.026,0.028,0.028,0.04128440366972477,0.332,0.576,0.0,0.092,0
1332.326615040302,19.623628229892216,1133.146,0.050959476,0.022,0.028,0.028,0.028,0.03619909502262444,0.346,0.572,0.0,0.082,0
1330.0107739755963,20.007382724225227,1265.63,0.050397984,0.018,0.022,0.026,0.026,0.04054054054054054,0.338,0.584,0.0,0.078,0
1302.5350497950055,19.77192765103685,1394.96,0.05059566,0.016,0.018,0.026,0.026,0.04017857142857143,0.342,0.59,0.0,0.068,0
1288.094692315457,19.699854591433287,1527.616,0.050927719999999996,0.012,0.016,0.026,0.026,0.04,0.342,0.594,0.0,0.064,0
1257.6428038010436,19.193620716089427,1646.806,0.052102261999999996,0.012,0.014,0.028,0.028,0.04,0.352,0.584,0.0,0.064,0
1266.679761847276,19.238757014691313,1767.506,0.051978908000000004,0.014,0.018,0.026,0.026,0.035555555555555556,0.35,0.584,0.0,0.066,0
1306.6800467717092,19.99816416852937,1882.22,0.050137658,0.014,0.02,0.024,0.024,0.040268456375838924,0.338,0.592,0.0,0.07,0
1274.579611569054,19.496139432957875,2019.42,0.051480953999999995,0.014,0.016,0.022,0.022,0.04,0.346,0.588,0.0,0.066,0
1294.714873073237,19.798679895299827,2133.056,0.05051011,0.014,0.02,0.026,0.026,0.04017857142857143,0.342,0.59,0.0,0.068,0
1288.3609563536013,19.72927255449452,2261.694,0.050874566,0.014,0.016,0.026,0.026,0.0400890868596882,0.34,0.594,0.0,0.066,0
1257.5925857956017,19.17646516919185,2379.324,0.052160330000000005,0.012,0.016,0.026,0.026,0.0400890868596882,0.354,0.58,0.0,0.066,0
1260.7541225219472,19.25579806521592,2510.41,0.051932906,0.014,0.018,0.024,0.024,0.03547671840354767,0.35,0.586,0.0,0.064,0
1307.5516533757213,20.021309079679693,2623.322,0.050107778000000006,0.014,0.018,0.024,0.024,0.04017857142857143,0.34,0.592,0.0,0.068,0
1277.3987165327371,19.50048417752171,2752.256,0.051301216,0.014,0.02,0.024,0.024,0.0400890868596882,0.348,0.584,0.0,0.068,0
1376.178550881998,20.28146536507793,2795.4,0.04948283,0.02,0.022,0.028,0.028,0.04128440366972477,0.332,0.576,0.0,0.092,0
1284.9574298807077,19.35876566651663,2968.822,0.051656684,0.018,0.022,0.03,0.03,0.035794183445190156,0.348,0.58,0.0,0.072,0
1369.6191216637546,20.218167778686112,3049.468,0.04948227400000001,0.02,0.024,0.024,0.024,0.04100227790432802,0.334,0.578,0.0,0.088,0
1359.9134775124605,20.17556046395556,3175.484,0.049585154000000006,0.022,0.026,0.03,0.03,0.04090909090909091,0.334,0.582,0.0,0.084,0
1605.5793424435917,20.34284446752137,2919.074,0.049157830000000007,0.022,0.034,0.056,0.032,0.04050632911392405,0.294,0.528,0.0,0.178,0
1453.122758982758,20.292176497455074,3278.95,0.049356448,0.02,0.024,0.03,0.03,0.03755868544600939,0.332,0.554,0.0,0.114,0
1340.4874769593066,20.09786615729567,3548.392,0.049756538,0.02,0.024,0.03,0.03,0.04044943820224719,0.334,0.592,0.0,0.074,0
1339.148886007308,19.980139741097336,3677.264,0.050167726,0.018,0.022,0.032,0.032,0.04035874439461883,0.342,0.584,0.0,0.074,0
1296.3747775591469,19.824063026564318,3822.87,0.050842241999999996,0.012,0.016,0.026,0.026,0.0400890868596882,0.342,0.592,0.0,0.066,0
1260.9362504659687,19.272708869042408,3956.44,0.052142306000000006,0.014,0.016,0.024,0.024,0.0400890868596882,0.348,0.586,0.0,0.066,0
1266.439285955134,19.20185714217688,4053.564,0.052078796,0.014,0.02,0.026,0.026,0.035634743875278395,0.354,0.578,0.0,0.068,0
1290.8288370450578,19.76766978629491,4195.096,0.050660934,0.014,0.018,0.024,0.024,0.0400890868596882,0.34,0.594,0.0,0.066,0
1286.0776354544043,19.66239046377208,4309.96,0.050878377999999995,0.014,0.018,0.024,0.024,0.0400890868596882,0.344,0.588,0.0,0.068,0
1296.7381598779587,19.855732220829893,4436.768,0.050363298,0.014,0.018,0.028,0.028,0.04017857142857143,0.34,0.592,0.0,0.068,0
1279.0741027712245,19.561297222291927,4572.816,0.051140902,0.012,0.014,0.026,0.026,0.04,0.342,0.594,0.0,0.064,0
1257.9684151496815,19.17985630221506,4661.126,0.052139752000000004,0.014,0.02,0.026,0.026,0.040268456375838924,0.354,0.576,0.0,0.07,0
1256.8242695743793,19.208685153207693,4828.212,0.05206028,0.014,0.016,0.022,0.022,0.035398230088495575,0.35,0.588,0.0,0.062,0
1304.08617793584,19.957244397891774,4919.942,0.0502012,0.014,0.02,0.024,0.024,0.04017857142857143,0.34,0.592,0.0,0.068,0
1274.6502247393282,19.47160527847191,5074.264,0.051377172,0.012,0.014,0.024,0.024,0.03991130820399113,0.348,0.588,0.0,0.064,0
1375.1835752589682,20.29072469175448,5047.914,0.049286088000000006,0.02,0.026,0.03,0.03,0.041189931350114416,0.332,0.578,0.0,0.09,0
