byte_rate,packet_rate,avg_flow_number,avg_deltatime,source_entropy,destination_entropy,s-port_entropy,d_port_entropy,synack_ratio,modbus_rate,tcp_rate,ping_rate,other_rate,label
1117.0,17.0,1.8235294117647058,0.05505729411764706,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.0,0.35294117647058826,0.5882352941176471,0.0,0.058823529411764705,0
1994.0,31.0,7.387096774193548,0.033935483870967745,0.16129032258064516,0.16129032258064516,0.0967741935483871,0.0967741935483871,0.07142857142857142,0.2903225806451613,0.6451612903225806,0.0,0.06451612903225806,0
757.0,11.0,12.727272727272727,0.0835909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,0
993.0,15.0,16.066666666666666,0.06266413333333333,0.2,0.2,0.2,0.2,0.0,0.4,0.6,0.0,0.0,0
1967.0,31.0,21.29032258064516,0.036918419354838715,0.1935483870967742,0.1935483870967742,0.0967741935483871,0.0967741935483871,0.07407407407407407,0.22580645161290322,0.6774193548387096,0.0,0.0967741935483871,0
775.0,11.0,27.0,0.08650836363636363,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.0,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,0
1208.0,18.0,28.77777777777778,0.057480111111111114,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.0,0.4444444444444444,0.5,0.0,0.05555555555555555,0
1903.0,30.0,36.6,0.03374993333333333,0.16666666666666666,0.16666666666666666,0.1,0.1,0.07407407407407407,0.23333333333333334,0.7,0.0,0.06666666666666667,0
697.0,10.0,41.2,0.087757,0.3,0.3,0.2,0.2,0.0,0.6,0.3,0.0,0.1,0
993.0,15.0,43.86666666666667,0.06261853333333334,0.2,0.2,0.2,0.2,0.0,0.4,0.6,0.0,0.0,0
2027.0,32.0,49.90625,0.03573559375,0.1875,0.1875,0.09375,0.09375,0.07142857142857142,0.21875,0.6875,0.0,0.09375,0
784.0,11.0,60.36363636363637,0.09423145454545456,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.7272727272727273,0.2727272727272727,0.0,0.0,0
1057.0,16.0,55.0,0.058790062500000004,0.25,0.25,0.1875,0.1875,0.0,0.375,0.5625,0.0,0.0625,0
1903.0,30.0,65.36666666666666,0.030979633333333343,0.16666666666666666,0.16666666666666666,0.1,0.1,0.07407407407407407,0.23333333333333334,0.7,0.0,0.06666666666666667,0
757.0,11.0,71.36363636363636,0.10349918181818181,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,0
993.0,15.0,72.8,0.06312133333333333,0.2,0.2,0.2,0.2,0.0,0.4,0.6,0.0,0.0,0
2118.0,33.0,77.63636363636364,0.031374787878787884,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.06896551724137931,0.2727272727272727,0.6363636363636364,0.0,0.09090909090909091,0
